"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
3.888597813E2,4.078429297E1,-7.392087470E1,3.783231708E3,1.825899963E2,2.233999939E2,4.150000000E1,4.700000000E1
3.898683339E2,4.078302487E1,-7.392259299E1,3.759234979E3,1.851999969E2,2.231999969E2,3.650000000E1,4.200000000E1
3.908559368E2,4.078181859E1,-7.392416636E1,3.744238056E3,1.843399963E2,2.233999939E2,3.050000000E1,3.600000000E1
3.918610102E2,4.078053507E1,-7.392580954E1,3.728241311E3,1.863099976E2,2.233999939E2,2.950000000E1,3.700000000E1
3.928684214E2,4.077936504E1,-7.392761895E1,3.733244459E3,1.865500031E2,2.241000061E2,2.350000000E1,2.900000000E1
3.938626025E2,4.077815980E1,-7.392929248E1,3.729247591E3,1.873699951E2,2.243000031E2,2.250000000E1,2.800000000E1
3.948614911E2,4.077690708E1,-7.393089937E1,3.715250769E3,1.884700012E2,2.243000031E2,2.100000000E1,2.600000000E1
3.958628768E2,4.077572029E1,-7.393242437E1,3.709253782E3,1.864400024E2,2.240000000E2,2.300000000E1,2.700000000E1
3.968599178E2,4.077451606E1,-7.393393236E1,3.694256815E3,1.858199921E2,2.236000061E2,2.300000000E1,2.700000000E1
3.978616061E2,4.077335601E1,-7.393542945E1,3.670259763E3,1.843999939E2,2.235000000E2,2.700000000E1,3.000000000E1
3.998634183E2,4.077091964E1,-7.393805224E1,3.612265650E3,1.806600037E2,2.213000031E2,3.500000000E1,3.300000000E1
4.008511711E2,4.076961827E1,-7.393928337E1,3.573268696E3,1.776100006E2,2.178999939E2,3.650000000E1,3.500000000E1
4.018731980E2,4.076836647E1,-7.394051316E1,3.536271652E3,1.764299927E2,2.173999939E2,3.350000000E1,3.400000000E1
4.028602942E2,4.076713282E1,-7.394185200E1,3.486274639E3,1.766499939E2,2.178999939E2,3.350000000E1,3.500000000E1
4.048717549E2,4.076460966E1,-7.394426767E1,3.402280560E3,1.746399994E2,2.161999969E2,3.900000000E1,3.900000000E1
4.568612979E2,4.069815449E1,-7.402945664E1,3.714457030E3,1.969700012E2,2.156999969E2,4.700000000E1,8.800000000E1
4.578636260E2,4.069677295E1,-7.403094870E1,3.730460799E3,1.965099945E2,2.161999969E2,3.350000000E1,6.600000000E1
4.588478681E2,4.069527498E1,-7.403229869E1,3.713464658E3,1.968499908E2,2.165000000E2,2.500000000E1,5.200000000E1
4.598595166E2,4.069380466E1,-7.403364960E1,3.723468469E3,1.971999969E2,2.168999939E2,2.550000000E1,4.000000000E1
4.608593271E2,4.069237618E1,-7.403503169E1,3.744472233E3,1.974299927E2,2.173000031E2,2.550000000E1,3.700000000E1
4.618550478E2,4.069098738E1,-7.403649190E1,3.788475995E3,1.979599915E2,2.178000031E2,2.500000000E1,3.300000000E1
4.628652616E2,4.068959083E1,-7.403793787E1,3.826479759E3,1.984099884E2,2.181000061E2,3.050000000E1,3.600000000E1
4.638553290E2,4.068819097E1,-7.403942817E1,3.872483570E3,1.990000000E2,2.183000031E2,2.850000000E1,3.200000000E1
4.648663034E2,4.068670243E1,-7.404092333E1,3.923487546E3,2.000099945E2,2.181999969E2,3.200000000E1,3.300000000E1
4.658632425E2,4.068513882E1,-7.404237801E1,3.976491625E3,2.010099945E2,2.178000031E2,3.550000000E1,3.500000000E1
4.668543334E2,4.068360514E1,-7.404387485E1,4.036495687E3,2.018300018E2,2.175000000E2,3.800000000E1,3.700000000E1
4.678615636E2,4.068199096E1,-7.404532534E1,4.098499857E3,2.026100006E2,2.171000061E2,4.050000000E1,3.900000000E1
4.688643370E2,4.068040431E1,-7.404687960E1,4.167504069E3,2.032899933E2,2.168999939E2,4.500000000E1,4.200000000E1
4.698565534E2,4.067878178E1,-7.404839588E1,4.238508314E3,2.038099976E2,2.166000061E2,4.650000000E1,4.400000000E1
4.708659525E2,4.067722773E1,-7.404985174E1,4.309512385E3,2.040000000E2,2.163999939E2,4.700000000E1,4.600000000E1
4.718672712E2,4.067558572E1,-7.405125470E1,4.380516571E3,2.041999969E2,2.161999969E2,4.950000000E1,4.800000000E1
4.828573794E2,4.065780405E1,-7.406488619E1,4.935560648E3,2.126900024E2,2.131999969E2,4.700000000E1,5.700000000E1
4.838596890E2,4.065609964E1,-7.406596754E1,4.980564685E3,2.124099884E2,2.123999939E2,4.650000000E1,5.800000000E1
4.848555921E2,4.065435737E1,-7.406706800E1,5.020568809E3,2.127099915E2,2.116999969E2,4.500000000E1,5.700000000E1
4.858585165E2,4.065268627E1,-7.406816133E1,5.061572800E3,2.126699982E2,2.116000061E2,4.600000000E1,5.800000000E1
4.868551325E2,4.065101186E1,-7.406921108E1,5.101576759E3,2.116999969E2,2.111999969E2,4.600000000E1,5.900000000E1
4.878606950E2,4.064935832E1,-7.407025103E1,5.141580673E3,2.101799927E2,2.106000061E2,4.750000000E1,6.100000000E1
4.888610973E2,4.064767084E1,-7.407126884E1,5.179584631E3,2.098799896E2,2.101000061E2,4.950000000E1,6.300000000E1
4.898667958E2,4.064599739E1,-7.407226805E1,5.217588548E3,2.099199982E2,2.096999969E2,4.800000000E1,6.100000000E1
4.908516739E2,4.064434699E1,-7.407333464E1,5.261592484E3,2.097599945E2,2.096000061E2,4.550000000E1,5.800000000E1
4.918462023E2,4.064271181E1,-7.407440074E1,5.310596393E3,2.093600006E2,2.093999939E2,4.550000000E1,5.800000000E1
4.928558978E2,4.064105957E1,-7.407543171E1,5.357600304E3,2.092099915E2,2.091000061E2,4.750000000E1,5.900000000E1
4.938662123E2,4.063939245E1,-7.407640980E1,5.402604196E3,2.088999939E2,2.086000061E2,4.300000000E1,5.400000000E1
4.948568179E2,4.063777344E1,-7.407748017E1,5.457608083E3,2.080599976E2,2.083999939E2,4.400000000E1,5.300000000E1
4.958674878E2,4.063614878E1,-7.407850770E1,5.504611945E3,2.079899902E2,2.081999969E2,4.650000000E1,5.600000000E1
4.968637532E2,4.063452680E1,-7.407962652E1,5.563615883E3,2.077799988E2,2.081000061E2,4.700000000E1,5.500000000E1
4.978547105E2,4.063289555E1,-7.408069127E1,5.620619792E3,2.071199951E2,2.076999969E2,4.450000000E1,5.300000000E1
4.988609350E2,4.063126473E1,-7.408170062E1,5.671623652E3,2.065399933E2,2.073999939E2,4.450000000E1,5.300000000E1
4.998514483E2,4.062961253E1,-7.408279471E1,5.725627628E3,2.067200012E2,2.073999939E2,4.700000000E1,5.700000000E1
5.008509846E2,4.062797424E1,-7.408389668E1,5.780631586E3,2.071199951E2,2.073999939E2,4.500000000E1,5.400000000E1
5.018522300E2,4.062630147E1,-7.408495439E1,5.831635570E3,2.073300018E2,2.071999969E2,4.550000000E1,5.500000000E1
5.028676196E2,4.062466511E1,-7.408604412E1,5.884639517E3,2.069700012E2,2.073999939E2,4.600000000E1,5.500000000E1
5.038617258E2,4.062300101E1,-7.408704157E1,5.929643434E3,2.063600006E2,2.071999969E2,4.600000000E1,5.600000000E1
5.048514702E2,4.062135694E1,-7.408810465E1,5.980647374E3,2.058399963E2,2.071999969E2,4.650000000E1,5.600000000E1
5.058522215E2,4.061970093E1,-7.408915523E1,6.030651326E3,2.056100006E2,2.071999969E2,4.700000000E1,5.600000000E1
5.068588944E2,4.061805179E1,-7.409018210E1,6.076655246E3,2.056799927E2,2.073000031E2,4.750000000E1,5.700000000E1
5.078543374E2,4.061638542E1,-7.409121291E1,6.123659202E3,2.062999878E2,2.073000031E2,4.750000000E1,5.700000000E1
5.088555134E2,4.061472497E1,-7.409219778E1,6.166663107E3,2.058699951E2,2.071999969E2,4.750000000E1,5.700000000E1
5.098480759E2,4.061306539E1,-7.409323102E1,6.212667055E3,2.065099945E2,2.071999969E2,4.800000000E1,5.700000000E1
5.138453880E2,4.060641523E1,-7.409737201E1,6.394682891E3,2.058300018E2,2.066999969E2,4.950000000E1,5.800000000E1
1.130860137E3,3.958357172E1,-7.474012191E1,7.054044042E3,2.281900024E2,2.233999939E2,4.550000000E1,5.500000000E1
1.131854737E3,3.958320572E1,-7.474065249E1,7.001044254E3,2.333399963E2,2.231999969E2,4.500000000E1,5.300000000E1
1.132847640E3,3.958165130E1,-7.474277571E1,7.033045140E3,2.336100006E2,2.231999969E2,4.250000000E1,4.800000000E1
1.133855315E3,3.958008644E1,-7.474483673E1,7.070046017E3,2.340299988E2,2.233000031E2,4.000000000E1,4.600000000E1
1.134851730E3,3.957834531E1,-7.474691084E1,7.100046967E3,2.353499908E2,2.233000031E2,3.550000000E1,4.200000000E1
1.135855652E3,3.957674143E1,-7.474887463E1,7.132047839E3,2.348600006E2,2.233999939E2,2.650000000E1,3.300000000E1
1.136855927E3,3.957527493E1,-7.475075008E1,7.149048635E3,2.324399872E2,2.236000061E2,2.450000000E1,3.000000000E1
1.137868380E3,3.957377780E1,-7.475270625E1,7.169049445E3,2.319700012E2,2.238000031E2,2.300000000E1,2.800000000E1
1.138860085E3,3.957235271E1,-7.475463451E1,7.189050214E3,2.289799957E2,2.243000031E2,2.100000000E1,2.700000000E1
1.139861606E3,3.957096383E1,-7.475648515E1,7.206050955E3,2.255599976E2,2.245000000E2,2.400000000E1,2.900000000E1
1.140864080E3,3.956957272E1,-7.475830654E1,7.232051690E3,2.227899933E2,2.246000061E2,2.450000000E1,2.700000000E1
1.141865086E3,3.956821142E1,-7.476011703E1,7.255052404E3,2.204599915E2,2.246999969E2,2.550000000E1,2.700000000E1
1.142863756E3,3.956687643E1,-7.476196968E1,7.283053105E3,2.191299896E2,2.251000061E2,2.400000000E1,2.500000000E1
1.143863103E3,3.956552762E1,-7.476382946E1,7.316053805E3,2.189499969E2,2.253000031E2,2.600000000E1,2.500000000E1
1.144863824E3,3.956428865E1,-7.476584556E1,7.344054464E3,2.191499939E2,2.268999939E2,2.800000000E1,2.500000000E1
1.145857638E3,3.956290530E1,-7.476781229E1,7.380055174E3,2.207699890E2,2.271000061E2,2.800000000E1,2.700000000E1
1.146869587E3,3.956158971E1,-7.476982629E1,7.413055852E3,2.223099976E2,2.276999969E2,2.200000000E1,2.700000000E1
1.147863847E3,3.956025833E1,-7.477185060E1,7.441056532E3,2.234099884E2,2.278000031E2,1.950000000E1,2.700000000E1
1.148869098E3,3.955890771E1,-7.477387391E1,7.469057212E3,2.244700012E2,2.278000031E2,1.950000000E1,2.900000000E1
1.149866400E3,3.955752856E1,-7.477585816E1,7.497057896E3,2.251999969E2,2.278000031E2,1.900000000E1,2.900000000E1
1.150869198E3,3.955614726E1,-7.477781131E1,7.522058573E3,2.256999969E2,2.278000031E2,1.750000000E1,3.000000000E1
1.151858962E3,3.955469765E1,-7.477975214E1,7.541059271E3,2.253099976E2,2.273000031E2,1.750000000E1,3.000000000E1
1.152854858E3,3.955327365E1,-7.478167059E1,7.567059951E3,2.252999878E2,2.271999969E2,1.650000000E1,3.100000000E1
1.153856016E3,3.955187312E1,-7.478358820E1,7.594060614E3,2.253999939E2,2.273000031E2,1.700000000E1,3.100000000E1
1.154867363E3,3.955047334E1,-7.478550196E1,7.615061271E3,2.257999878E2,2.273000031E2,1.550000000E1,3.200000000E1
1.155869231E3,3.954907059E1,-7.478742091E1,7.640061923E3,2.259099884E2,2.273999939E2,1.550000000E1,3.500000000E1
1.156850685E3,3.954769080E1,-7.478932017E1,7.664062559E3,2.250800018E2,2.275000000E2,1.500000000E1,3.600000000E1
1.157862657E3,3.954627707E1,-7.479122411E1,7.688063202E3,2.249799957E2,2.273000031E2,1.600000000E1,3.700000000E1
1.158864238E3,3.954486505E1,-7.479313477E1,7.711063838E3,2.251499939E2,2.271000061E2,1.750000000E1,3.800000000E1
1.159869249E3,3.954344017E1,-7.479504962E1,7.729064473E3,2.253999939E2,2.268999939E2,1.800000000E1,3.900000000E1
1.160869586E3,3.954201030E1,-7.479694661E1,7.734065103E3,2.253399963E2,2.266999969E2,1.700000000E1,3.700000000E1
1.161859300E3,3.954059053E1,-7.479881586E1,7.730065722E3,2.251999969E2,2.266000061E2,1.700000000E1,3.800000000E1
1.162863472E3,3.953915442E1,-7.480068628E1,7.719066341E3,2.257799988E2,2.263999939E2,1.600000000E1,3.800000000E1
1.163863279E3,3.953771231E1,-7.480253608E1,7.705066955E3,2.258300018E2,2.261000061E2,1.600000000E1,3.700000000E1
1.164860408E3,3.953626622E1,-7.480439443E1,7.700067565E3,2.258899994E2,2.258999939E2,1.550000000E1,3.700000000E1
1.165861272E3,3.953483279E1,-7.480622060E1,7.693068163E3,2.255999908E2,2.258999939E2,1.400000000E1,3.600000000E1
1.166860067E3,3.953334392E1,-7.480803519E1,7.672068775E3,2.267599945E2,2.255000000E2,1.450000000E1,3.500000000E1
1.167867344E3,3.953184104E1,-7.480987829E1,7.658069386E3,2.273099976E2,2.255000000E2,1.500000000E1,3.500000000E1
1.168864383E3,3.953033092E1,-7.481173882E1,7.638069994E3,2.268799896E2,2.253999939E2,1.500000000E1,3.400000000E1
1.169867835E3,3.952885662E1,-7.481357421E1,7.617070582E3,2.270499878E2,2.253000031E2,1.400000000E1,3.200000000E1
1.170861479E3,3.952738262E1,-7.481545636E1,7.605071164E3,2.275899963E2,2.253999939E2,1.250000000E1,3.000000000E1
1.171869499E3,3.952589655E1,-7.481730675E1,7.592071744E3,2.274199982E2,2.253000031E2,1.150000000E1,2.900000000E1
1.172868212E3,3.952443073E1,-7.481918371E1,7.582072310E3,2.273999939E2,2.253999939E2,1.100000000E1,2.900000000E1
1.173867354E3,3.952296067E1,-7.482103008E1,7.565072871E3,2.275800018E2,2.253000031E2,1.050000000E1,2.700000000E1
1.174861394E3,3.952148553E1,-7.482287418E1,7.548073427E3,2.280800018E2,2.251999969E2,1.000000000E1,2.600000000E1
1.175871507E3,3.952000785E1,-7.482471677E1,7.529073978E3,2.284499969E2,2.251999969E2,9.500000000E0,2.500000000E1
1.176854565E3,3.951854445E1,-7.482656892E1,7.509074517E3,2.279299927E2,2.253000031E2,9.500000000E0,2.400000000E1
1.177858046E3,3.951708969E1,-7.482845502E1,7.509075047E3,2.277599945E2,2.253000031E2,1.000000000E1,2.600000000E1
1.178845057E3,3.951562311E1,-7.483031211E1,7.492075575E3,2.279299927E2,2.253000031E2,9.500000000E0,2.300000000E1
1.179857354E3,3.951417052E1,-7.483217633E1,7.477076092E3,2.283999939E2,2.251999969E2,8.500000000E0,2.200000000E1
1.180857152E3,3.951270780E1,-7.483402773E1,7.456076605E3,2.284199982E2,2.251999969E2,8.500000000E0,2.000000000E1
1.181867623E3,3.951124327E1,-7.483589723E1,7.439077113E3,2.283099976E2,2.253000031E2,8.500000000E0,1.900000000E1
1.182856154E3,3.950978461E1,-7.483777042E1,7.426077612E3,2.283399963E2,2.251999969E2,9.000000000E0,2.000000000E1
1.183864134E3,3.950831920E1,-7.483964277E1,7.409078108E3,2.290800018E2,2.251999969E2,8.500000000E0,1.800000000E1
1.184869781E3,3.950685744E1,-7.484151637E1,7.397078595E3,2.291900024E2,2.251000061E2,8.000000000E0,1.700000000E1
1.185867671E3,3.950539312E1,-7.484338948E1,7.385079077E3,2.293499908E2,2.251000061E2,8.000000000E0,1.600000000E1
1.186861009E3,3.950393840E1,-7.484526325E1,7.375079549E3,2.286299896E2,2.251999969E2,8.000000000E0,1.500000000E1
1.187865720E3,3.950249621E1,-7.484713032E1,7.369080011E3,2.280499878E2,2.253000031E2,8.000000000E0,1.400000000E1
1.188863493E3,3.950105075E1,-7.484900862E1,7.364080468E3,2.278199921E2,2.253999939E2,7.500000000E0,1.300000000E1
1.189863142E3,3.949960365E1,-7.485088508E1,7.361081416E3,2.280999908E2,2.253000031E2,7.000000000E0,1.200000000E1
1.190861855E3,3.949816762E1,-7.485275030E1,7.359083663E3,2.279199982E2,2.253999939E2,7.000000000E0,1.200000000E1
1.191855517E3,3.949672481E1,-7.485462181E1,7.359085917E3,2.281699982E2,2.253000031E2,6.500000000E0,1.100000000E1
1.192863070E3,3.949528446E1,-7.485649869E1,7.359088162E3,2.283799896E2,2.253000031E2,6.500000000E0,1.100000000E1
1.193868136E3,3.949383774E1,-7.485839333E1,7.361090412E3,2.283099976E2,2.253000031E2,6.500000000E0,1.100000000E1
1.194860822E3,3.949239501E1,-7.486029234E1,7.360092652E3,2.288199921E2,2.253000031E2,6.000000000E0,1.100000000E1
1.195858382E3,3.949095060E1,-7.486218279E1,7.360094890E3,2.284299927E2,2.253999939E2,6.000000000E0,1.100000000E1
1.196864070E3,3.948950790E1,-7.486406914E1,7.360097121E3,2.283999939E2,2.253999939E2,6.000000000E0,1.000000000E1
1.197861010E3,3.948806223E1,-7.486594543E1,7.363099353E3,2.284099884E2,2.253000031E2,6.000000000E0,1.000000000E1
1.198847810E3,3.948661233E1,-7.486783312E1,7.364101587E3,2.286799927E2,2.253000031E2,6.000000000E0,1.000000000E1
1.199865592E3,3.948516138E1,-7.486971561E1,7.365103818E3,2.287599945E2,2.253000031E2,6.000000000E0,9.000000000E0
1.200845622E3,3.948371546E1,-7.487160782E1,7.366106037E3,2.287099915E2,2.253000031E2,6.000000000E0,9.000000000E0
1.201861048E3,3.948227235E1,-7.487349065E1,7.367108248E3,2.288399963E2,2.251999969E2,6.000000000E0,1.000000000E1
1.202864305E3,3.948083180E1,-7.487536929E1,7.371110450E3,2.288699951E2,2.253000031E2,6.000000000E0,1.000000000E1
1.203864870E3,3.947938722E1,-7.487725832E1,7.376112654E3,2.289599915E2,2.253000031E2,6.000000000E0,9.000000000E0
1.204871962E3,3.947794733E1,-7.487915187E1,7.381114846E3,2.289700012E2,2.253000031E2,6.500000000E0,1.000000000E1
1.205864721E3,3.947650258E1,-7.488104015E1,7.382117042E3,2.289799957E2,2.253000031E2,5.500000000E0,9.000000000E0
1.206860198E3,3.947504874E1,-7.488293127E1,7.383119247E3,2.290299988E2,2.253000031E2,6.000000000E0,9.000000000E0
1.207854806E3,3.947360483E1,-7.488481930E1,7.385121433E3,2.291399994E2,2.253000031E2,5.500000000E0,9.000000000E0
1.208860581E3,3.947215799E1,-7.488671897E1,7.387123618E3,2.295000000E2,2.253000031E2,6.000000000E0,9.000000000E0
1.209856113E3,3.947071773E1,-7.488861345E1,7.389125789E3,2.291699982E2,2.253999939E2,6.000000000E0,1.000000000E1
1.210854411E3,3.946927617E1,-7.489050901E1,7.393127958E3,2.294599915E2,2.253000031E2,6.000000000E0,1.000000000E1
1.211866343E3,3.946783192E1,-7.489240609E1,7.395130126E3,2.295699921E2,2.253999939E2,5.500000000E0,1.000000000E1
1.212856248E3,3.946638726E1,-7.489430811E1,7.398132291E3,2.293600006E2,2.255000000E2,6.500000000E0,1.100000000E1
1.213864895E3,3.946494335E1,-7.489620863E1,7.405134450E3,2.296399994E2,2.253999939E2,6.000000000E0,1.100000000E1
1.214869587E3,3.946349626E1,-7.489811006E1,7.410136610E3,2.297500000E2,2.253999939E2,6.000000000E0,1.100000000E1
1.215859512E3,3.946205176E1,-7.490000638E1,7.417138761E3,2.298799896E2,2.253999939E2,6.000000000E0,1.000000000E1
1.216860976E3,3.946059901E1,-7.490190170E1,7.424140921E3,2.295599976E2,2.253000031E2,6.000000000E0,1.100000000E1
1.217863279E3,3.945915456E1,-7.490379995E1,7.430143064E3,2.294499969E2,2.253999939E2,5.500000000E0,1.000000000E1
1.218860718E3,3.945770910E1,-7.490569971E1,7.438145204E3,2.295899963E2,2.255000000E2,6.000000000E0,1.000000000E1
1.219859618E3,3.945626326E1,-7.490759527E1,7.446147340E3,2.295999908E2,2.255000000E2,6.500000000E0,1.100000000E1
1.220866874E3,3.945480951E1,-7.490949553E1,7.454149484E3,2.303999939E2,2.253999939E2,6.000000000E0,1.000000000E1
1.221872203E3,3.945335671E1,-7.491140074E1,7.459151622E3,2.305499878E2,2.253999939E2,6.000000000E0,1.000000000E1
1.222860911E3,3.945189839E1,-7.491329991E1,7.465153764E3,2.302200012E2,2.253999939E2,6.500000000E0,1.100000000E1
1.223872385E3,3.945044870E1,-7.491521191E1,7.472155888E3,2.303499908E2,2.253000031E2,6.000000000E0,1.100000000E1
1.224865974E3,3.944898316E1,-7.491711183E1,7.477158032E3,2.309099884E2,2.253000031E2,6.000000000E0,1.100000000E1
1.225861841E3,3.944751817E1,-7.491901126E1,7.482160172E3,2.310199890E2,2.253000031E2,6.000000000E0,1.000000000E1
1.226873132E3,3.944605369E1,-7.492091320E1,7.487162305E3,2.311599884E2,2.253999939E2,6.000000000E0,1.000000000E1
1.227869662E3,3.944459767E1,-7.492282519E1,7.492164421E3,2.309899902E2,2.253999939E2,6.000000000E0,1.000000000E1
1.228863894E3,3.944313549E1,-7.492473735E1,7.496166542E3,2.312200012E2,2.253999939E2,6.000000000E0,1.000000000E1
1.229855139E3,3.944167783E1,-7.492664726E1,7.501168652E3,2.309599915E2,2.253999939E2,6.000000000E0,1.000000000E1
1.230864752E3,3.944021116E1,-7.492855472E1,7.504170771E3,2.314400024E2,2.253999939E2,6.000000000E0,1.000000000E1
1.231870030E3,3.943875129E1,-7.493045943E1,7.509172876E3,2.310299988E2,2.253000031E2,6.000000000E0,1.000000000E1
1.232866517E3,3.943728999E1,-7.493236673E1,7.515174978E3,2.314499969E2,2.253999939E2,6.000000000E0,1.000000000E1
1.233854686E3,3.943582965E1,-7.493428057E1,7.518177074E3,2.313199921E2,2.253999939E2,6.000000000E0,1.000000000E1
1.234848263E3,3.943436588E1,-7.493620019E1,7.521179170E3,2.319299927E2,2.251999969E2,6.000000000E0,1.000000000E1
1.235842688E3,3.943290206E1,-7.493811437E1,7.526181263E3,2.317599945E2,2.251999969E2,6.000000000E0,1.000000000E1
1.236869251E3,3.943143485E1,-7.494002435E1,7.530183356E3,2.313899994E2,2.253999939E2,6.000000000E0,1.000000000E1
1.237874453E3,3.942997384E1,-7.494193694E1,7.537185435E3,2.315099945E2,2.253000031E2,6.000000000E0,1.000000000E1
1.238855997E3,3.942851426E1,-7.494384851E1,7.543187508E3,2.314199982E2,2.253999939E2,6.000000000E0,1.100000000E1
1.239857412E3,3.942704697E1,-7.494576663E1,7.550189588E3,2.316999969E2,2.253000031E2,6.000000000E0,1.100000000E1
1.240858711E3,3.942559049E1,-7.494769279E1,7.554191646E3,2.317699890E2,2.253999939E2,6.000000000E0,1.100000000E1
1.241862728E3,3.942412445E1,-7.494961367E1,7.558193714E3,2.318199921E2,2.253999939E2,6.000000000E0,1.100000000E1
1.242869071E3,3.942266453E1,-7.495152474E1,7.563195770E3,2.317099915E2,2.253999939E2,6.000000000E0,1.100000000E1
1.243869712E3,3.942120097E1,-7.495343682E1,7.569197826E3,2.317599945E2,2.253000031E2,6.000000000E0,1.000000000E1
1.244872835E3,3.941973719E1,-7.495534899E1,7.575199879E3,2.314099884E2,2.253999939E2,6.000000000E0,1.000000000E1
1.245865953E3,3.941827950E1,-7.495726174E1,7.582201918E3,2.317099915E2,2.253999939E2,6.000000000E0,1.000000000E1
1.246863030E3,3.941681887E1,-7.495917541E1,7.588203957E3,2.315999908E2,2.253999939E2,6.000000000E0,1.000000000E1
1.247864331E3,3.941535886E1,-7.496108808E1,7.594205990E3,2.322699890E2,2.253000031E2,6.000000000E0,1.000000000E1
1.248859819E3,3.941389014E1,-7.496300661E1,7.600208032E3,2.321699982E2,2.253000031E2,6.000000000E0,1.000000000E1
1.249858123E3,3.941243295E1,-7.496493277E1,7.604210051E3,2.320099945E2,2.255000000E2,5.500000000E0,1.000000000E1
1.250871571E3,3.941096880E1,-7.496685223E1,7.612212077E3,2.319499969E2,2.255000000E2,6.500000000E0,1.100000000E1
1.251861971E3,3.940949706E1,-7.496876976E1,7.617214110E3,2.328399963E2,2.253000031E2,6.000000000E0,1.000000000E1
1.252865362E3,3.940801808E1,-7.497069072E1,7.620216148E3,2.328999939E2,2.253000031E2,6.000000000E0,1.000000000E1
1.253870619E3,3.940653842E1,-7.497261688E1,7.623218183E3,2.328199921E2,2.255000000E2,6.000000000E0,1.000000000E1
1.254865531E3,3.940506580E1,-7.497454111E1,7.626220203E3,2.325099945E2,2.253999939E2,6.000000000E0,1.000000000E1
1.255868104E3,3.940360102E1,-7.497646191E1,7.629222208E3,2.325800018E2,2.253999939E2,6.000000000E0,1.000000000E1
